chapt;short_n;header
16;361-1;"Стаття 361-1.Створення з метою використання, розповсюдження або збуту шкідливих
програмних чи технічних засобів, а також їх розповсюдження або збут"
16;361-2;"Стаття 361-2.Несанкціоновані збут або розповсюдження інформації з обмеженим
 доступом, яка зберігається в електронно-обчислювальних машинах (комп'ютерах),
автоматизованих системах, комп'ютерних мережах або на носіях такої інформації"
16;362;"Стаття 362.Несанкціоновані дії з інформацією, яка оброблюється в
 електронно-обчислювальних машинах (комп'ютерах), автоматизованих системах,
 комп'ютерних мережах або зберігається на носіях такої інформації, вчинені
особою, яка має право доступу до неї"
16;363;"Стаття 363.Порушення правил експлуатації електронно-обчислювальних машин
 (комп'ютерів), автоматизованих систем, комп'ютерних мереж чи мереж
електрозв'язку або порядку чи правил захисту інформації, яка в них оброблюється"
16;363-1;"Стаття 363-1.Перешкоджання роботі електронно-обчислювальних машин (комп'ютерів),
 автоматизованих систем, комп'ютерних мереж чи мереж електрозв'язку шляхом
масового розповсюдження повідомлень електрозв'язку"
17;364;Стаття 364.Зловживання владою або службовим становищем
17;364-1;"Стаття 364-1.Зловживання повноваженнями службовою особою юридичної особи
приватного права незалежно від організаційно-правової форми"
17;364-2;"Стаття 364-2. Здійснення народним депутатом України на пленарному засіданні
Верховної Ради України голосування замість іншого народного депутата України"
17;365;"Стаття 365.Перевищення влади або службових повноважень працівником
правоохоронного органу"
17;365-1;Стаття 365-1.{Статтю 3651виключено на підставі Закону№ 746-VII від 21.02.2014}
17;365-2;Стаття 365-2.Зловживання повноваженнями особами, які надають публічні послуги
17;365-3;"Стаття 365-3.Бездіяльність працівника правоохоронного органу щодо незаконної
діяльності з організації або проведення азартних ігор, лотерей"
17;366;Стаття 366.Службове підроблення
17;366-1;Стаття 366-1.{Статтю 3661виключено на підставі Закону№ 1074-IX від 04.12.2020}
17;366-2;Стаття 366-2.Декларування недостовірної інформації
17;366-3;"Стаття 366-3.Неподання суб’єктом декларування декларації особи, уповноваженої на
виконання функцій держави або місцевого самоврядування"
17;367;Стаття 367.Службова недбалість
17;368;"Стаття 368.Прийняття пропозиції, обіцянки або одержання неправомірної вигоди
службовою особою"
17;368-1;"Стаття 368-1.{Стаття 3681втратила чинність на підставі Закону№ 2808-VI від
21.12.2010}"
17;368-2;Стаття 368-2.Незаконне збагачення
17;368-3;"Стаття 368-3.Підкуп службової особи юридичної особи приватного права незалежно
від організаційно-правової форми"
17;368-4;Стаття 368-4.Підкуп особи, яка надає публічні послуги
17;368-5;Стаття 368-5.Незаконне збагачення
17;369;Стаття 369.Пропозиція, обіцянка або надання неправомірної вигоди службовій особі
17;369-1;"Стаття 369-1{Стаття 3691втратила чинність на підставі Закону№ 2808-VI від
21.12.2010}"
17;369-2;Стаття 369-2.Зловживання впливом
17;369-3;Стаття 369-3.Протиправний вплив на результати офіційних спортивних змагань
17;370;Стаття 370.Провокація підкупу
18;371;"Стаття 371.Завідомо незаконні затримання, привід, домашній арешт або тримання
під вартою"
18;372;Стаття 372.Притягнення завідомо невинного до кримінальної відповідальності
18;373;Стаття 373.Примушування давати показання
18;374;Стаття 374.Порушення права на захист
18;375;"Стаття 375.Постановлення суддею (суддями) завідомо неправосудного вироку,
рішення, ухвали або постанови"
18;376;Стаття 376.Втручання в діяльність судових органів
18;376-1;"Стаття 376-1.Незаконне втручання в роботу автоматизованих систем в органах та
установах системи правосуддя"
18;377;Стаття 377.Погроза або насильство щодо судді, народного засідателя чи присяжного
18;378;"Стаття 378.Умисне знищення або пошкодження майна судді, народного засідателя чи
присяжного"
18;379;"Стаття 379.Посягання на життя судді, народного засідателя чи присяжного у
зв'язку з їх діяльністю, пов'язаною із здійсненням правосуддя"
18;380;Стаття 380.Невжиття заходів безпеки щодо осіб, взятих під захист
18;381;"Стаття 381.Розголошення відомостей про заходи безпеки щодо особи, взятої під
захист"
18;381-1;Стаття 381-1.{Статтю 3811виключено на підставі Закону№ 1697-VII від 14.10.2014}
18;382;Стаття 382.Невиконання судового рішення
18;383;"Стаття 383.Завідомо неправдиве повідомлення про вчинення кримінального
правопорушення"
18;384;Стаття 384.Введення в оману суду або іншого уповноваженого органу
18;385;"Стаття 385.Відмова свідка від давання показань або відмова експерта чи
перекладача від виконання покладених на них обов'язків"
18;386;"Стаття 386.Перешкоджання з'явленню свідка, потерпілого, експерта, спеціаліста,
примушування їх до відмови від давання показань чи висновку"
18;387;"Стаття 387.Розголошення даних оперативно-розшукової діяльності, досудового
розслідування"
18;388;"Стаття 388.Незаконні дії щодо майна, на яке накладено арешт, заставленого майна
або майна, яке описано чи підлягає конфіскації"
18;389;Стаття 389.Ухилення від покарання, не пов'язаного з позбавленням волі
18;389-1;Стаття 389-1.Умисне невиконання угоди про примирення або про визнання винуватості
18;389-2;"Стаття 389-2.Злісне ухилення особи від відбування адміністративного стягнення у
виді суспільно корисних робіт"
18;390;"Стаття 390.Ухилення від відбування покарання у виді обмеження волі та у виді
позбавлення волі"
18;390-1;"Стаття 390-1. Невиконання обмежувальних заходів, обмежувальних приписів або
непроходження програми для кривдників"
18;391;Стаття 391.Злісна непокора вимогам адміністрації установи виконання покарань
18;392;Стаття 392.Дії, що дезорганізують роботу установ виконання покарань
18;393;Стаття 393.Втеча з місця позбавлення волі або з-під варти
18;394;Стаття 394.Втеча із спеціалізованого лікувального закладу
18;395;Стаття 395.Порушення правил адміністративного нагляду
18;396;Стаття 396.Приховування злочину
18;397;Стаття 397.Втручання в діяльність захисника чи представника особи
18;398;Стаття 398.Погроза або насильство щодо захисника чи представника особи
18;399;Стаття 399.Умисне знищення або пошкодження майна захисника чи представника особи
18;400;"Стаття 400.Посягання на життя захисника чи представника особи у зв'язку з
діяльністю, пов'язаною з наданням правової допомоги"
18;400-1;Стаття 400-1.Представництво в суді без повноважень
19;401;Стаття 401
19;402;Стаття 402.Непокора
19;403;Стаття 403.Невиконання наказу
19;404;"Стаття 404.Опір начальникові або примушування його до порушення службових
обов'язків"
19;405;Стаття 405.Погроза або насильство щодо начальника
19;406;"Стаття 406.Порушення статутних правил взаємовідносин між військовослужбовцями
за відсутності відносин підлеглості"
19;407;Стаття 407.Самовільне залишення військової частини або місця служби
19;408;Стаття 408.Дезертирство
19;409;Стаття 409.Ухилення від військової служби шляхом самокалічення або іншим способом
19;410;"Стаття 410.Викрадення, привласнення, вимагання військовослужбовцем зброї,
 бойових припасів, вибухових або інших бойових речовин, засобів пересування,
 військової та спеціальної техніки чи іншого військового майна, а також
заволодіння ними шляхом шахрайства або зловживання службовим становищем"
19;411;Стаття 411.Умисне знищення або пошкодження військового майна
19;412;Стаття 412.Необережне знищення або пошкодження військового майна
19;413;Стаття 413.Втрата військового майна
19;414;"Стаття 414.Порушення правил поводження зі зброєю, а також із речовинами і
предметами, що становлять підвищену небезпеку для оточення"
19;415;Стаття 415.Порушення правил водіння або експлуатації машин
19;416;Стаття 416.Порушення правил польотів або підготовки до них
19;417;Стаття 417.Порушення правил кораблеводіння
19;418;Стаття 418.Порушення статутних правил вартової служби чи патрулювання
19;419;Стаття 419.Порушення правил несення прикордонної служби
19;420;Стаття 420.Порушення правил несення бойового чергування
19;421;Стаття 421.Порушення статутних правил внутрішньої служби
19;422;"Стаття 422.Розголошення відомостей військового характеру, що становлять
 державну таємницю, або втрата документів чи матеріалів, що містять такі
відомості"
19;423;Стаття 423.{Статтю 423 виключено на підставі Закону№ 746-VII від 21.02.2014}
19;424;Стаття 424.{Статтю 424 виключено на підставі Закону№ 746-VII від 21.02.2014}
19;425;Стаття 425.Недбале ставлення до військової служби
19;426;Стаття 426.Бездіяльність військової влади
19;426-1;"Стаття 426-1. Перевищення військовою службовою особою влади чи службових
повноважень"
19;427;Стаття 427.Здача або залишення ворогові засобів ведення війни
19;428;Стаття 428.Залишення гинучого військового корабля
19;429;Стаття 429.Самовільне залишення поля бою або відмова діяти зброєю
19;430;Стаття 430.Добровільна здача в полон
19;431;Стаття 431.Злочинні дії військовослужбовця, який перебуває в полоні
19;432;Стаття 432.Мародерство
19;433;Стаття 433.Насильство над населенням у районі воєнних дій
19;434;Стаття 434.Погане поводження з військовополоненими
20;435;"Стаття 435.Незаконне використання символіки Червоного Хреста, Червоного
Півмісяця, Червоного Кристала та зловживання нею"
20;436;Стаття 436.Пропаганда війни
20;436-1;"Стаття 436-1.Виготовлення, поширення комуністичної, нацистської символіки та
 пропаганда комуністичного та націонал-соціалістичного (нацистського)
тоталітарних режимів"
20;437;Стаття 437.Планування, підготовка, розв'язування та ведення агресивної війни
20;438;Стаття 438.Порушення законів та звичаїв війни
20;439;Стаття 439.Застосування зброї масового знищення
20;440;"Стаття 440.Розроблення, виробництво, придбання, зберігання, збут,
транспортування зброї масового знищення"
20;441;Стаття 441.Екоцид
20;442;Стаття 442.Геноцид
20;443;Стаття 443.Посягання на життя представника іноземної держави
20;444;Стаття 444.Злочини проти осіб та установ, що мають міжнародний захист
20;445;"Стаття 445.Незаконне використання символіки Червоного Хреста, Червоного
Півмісяця, Червоного Кристала"
20;446;Стаття 446.Піратство
20;447;Стаття 447.Найманство
