chapt;short_n;header
19;430;Article 430. Voluntary surrender
19;431;Article 431. Criminal actions of a military serviceman who is in captivity
19;432;Article 432. Looting
19;433;Article 433. Violence against the population in the area of ​​hostilities
19;434;Article 434. Mistreatment of prisoners of war
20;435;Article 435. Illegal use and abuse of the symbols of the Red Cross, Red Crescent, Red Crystal
20;436;Article 436. War propaganda
20;436-1;Article 436-1. Production, distribution of communist and Nazi symbols and propaganda of communist and national socialist (Nazi) totalitarian regimes
20;437;Article 437. Planning, preparation, initiation and conduct of an aggressive war
20;438;Article 438. Violation of laws and customs of war
20;439;Article 439. Use of weapons of mass destruction
20;440;Article 440. Development, production, acquisition, storage, sale, transportation of weapons of mass destruction
20;441;Article 441. Ecocide
20;442;Article 442. Genocide
20;443;Article 443. Encroachment on the life of a representative of a foreign state
20;444;Article 444. Crimes against persons and institutions with international protection
20;445;Article 445. Illegal use of symbols of the Red Cross, Red Crescent, Red Crystal
20;446;Article 446. Piracy
20;447;Article 447. Mercenarism
